"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","RHP","Real house price indices, s.a.","2005","2005","IDX","Index","0","Units",,,91.2299479592764,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,89.9849925744617,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,91.0273719888016,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,91.7927488055093,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,92.1146784683331,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,93.0484786809517,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,92.7676426297601,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,92.8162746712214,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,93.0303969648336,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,93.5796004579916,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,95.0553467805062,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,94.333316341929,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,95.5125858345988,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,95.4981082623219,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,94.8773766831752,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,95.5886557815143,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,94.6524473271752,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,94.966964498418,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,96.6101067843801,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,96.1251045160841,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,97.4191536402557,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,96.300441326528,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,97.7417072631675,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,97.7073449642551,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,97.9271210070722,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,95.2260916165493,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,96.0975367982822,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,94.9072303184773,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,94.6268340301955,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,95.2727653192423,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,95.6980226214793,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,95.341669662376,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,96.1070831208059,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,95.9569269469155,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,95.3864107558199,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,93.8061445216435,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,94.5927241317287,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,93.5894478028921,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,93.3512778777817,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,93.6911282741718,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,94.9403310389532,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,94.2373908976624,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,94.7521658263446,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,95.2357790923524,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,95.5359883394534,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,95.0071354575197,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,95.194695807324,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,94.7516383469856,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,94.5984592281514,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,95.483748447618,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,96.8826117585066,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.6525801991506,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,101.151215259231,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,102.313592783112,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,102.468750297082,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,102.701500266282,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.701553423934,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.322247572935,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.149699925177,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,105.086744240817,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.980943948776,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.470795932393,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,106.164863489238,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,106.730373592862,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,110.135998159087,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,108.071735363447,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,109.045285127274,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,111.15463217715,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,112.272339968476,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,115.436389680275,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,113.935894519501,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,114.771208029008,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,115.513174958482,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,117.52528121411,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,118.338024446722,,
"MEX","Mexico","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,117.740658231512,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,125.798110121318,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,119.484626558197,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,117.663153055579,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,126.770638111269,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,139.274022760228,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,150.197379222144,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,146.131991601821,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,149.417515865971,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,153.149363063913,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,152.09064635687,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,147.594530326251,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,153.800426406897,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,153.039378316551,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,145.658055449459,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,137.880261132097,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,99.0638882200599,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,104.231125140109,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,102.051778522667,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,98.1162787095946,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,91.8563705078687,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,90.5886314774563,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,90.3694979201391,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,91.2968554851276,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,89.4479872506591,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,91.2401852538992,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,92.5241876367416,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,93.8009591208347,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,92.417127508051,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,91.9209342570602,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,91.9577296610205,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,89.4808192072616,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,91.365345433553,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,88.9359167793966,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,88.8065591811595,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,88.8154554349374,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,89.7716150117409,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,89.4791442436474,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,89.8413288734058,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,88.3216366571915,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,91.4443502727191,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,95.5275718104672,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,92.8394184441232,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,95.6492425357891,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,97.0510493318717,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,96.570576930085,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.5254264696447,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.7827677239499,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,101.258009998124,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.433795808281,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,104.402312614425,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.703223668494,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.660624301509,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.717338565508,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.528063922189,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,109.828702723478,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.689197764629,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,109.235184941294,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,110.027274971612,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,111.363153216377,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,114.857631565989,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,113.130268901597,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.387748896135,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.092975832546,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,116.819532633676,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,120.451701528493,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,119.640976549887,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,119.409849137338,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,120.422163581054,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,122.333816845692,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,124.768065084376,,
"LTU","Lithuania","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,127.462788274079,,
"CAN","Canada","RHP","Real house price indices, s.a.","1970","1970","IDX","Index","0","Units",,,31.2230804684459,,
"CAN","Canada","RHP","Real house price indices, s.a.","1970-Q1","Q1-1970","IDX","Index","0","Units",,,30.8364745166737,,
"CAN","Canada","RHP","Real house price indices, s.a.","1970-Q2","Q2-1970","IDX","Index","0","Units",,,30.969140587133,,
"CAN","Canada","RHP","Real house price indices, s.a.","1970-Q3","Q3-1970","IDX","Index","0","Units",,,31.4195939407267,,
"CAN","Canada","RHP","Real house price indices, s.a.","1970-Q4","Q4-1970","IDX","Index","0","Units",,,31.6671128292502,,
"CAN","Canada","RHP","Real house price indices, s.a.","1971","1971","IDX","Index","0","Units",,,31.8557011360971,,
"CAN","Canada","RHP","Real house price indices, s.a.","1971-Q1","Q1-1971","IDX","Index","0","Units",,,31.4537090315425,,
"CAN","Canada","RHP","Real house price indices, s.a.","1971-Q2","Q2-1971","IDX","Index","0","Units",,,31.8151766926761,,
"CAN","Canada","RHP","Real house price indices, s.a.","1971-Q3","Q3-1971","IDX","Index","0","Units",,,31.7085773304171,,
"CAN","Canada","RHP","Real house price indices, s.a.","1971-Q4","Q4-1971","IDX","Index","0","Units",,,32.4453414897526,,
"CAN","Canada","RHP","Real house price indices, s.a.","1972","1972","IDX","Index","0","Units",,,32.9089890274464,,
"CAN","Canada","RHP","Real house price indices, s.a.","1972-Q1","Q1-1972","IDX","Index","0","Units",,,32.5946215557377,,
"CAN","Canada","RHP","Real house price indices, s.a.","1972-Q2","Q2-1972","IDX","Index","0","Units",,,32.6344997120136,,
"CAN","Canada","RHP","Real house price indices, s.a.","1972-Q3","Q3-1972","IDX","Index","0","Units",,,32.8562706679794,,
"CAN","Canada","RHP","Real house price indices, s.a.","1972-Q4","Q4-1972","IDX","Index","0","Units",,,33.5505641740549,,
"CAN","Canada","RHP","Real house price indices, s.a.","1973","1973","IDX","Index","0","Units",,,37.1528343391922,,
"CAN","Canada","RHP","Real house price indices, s.a.","1973-Q1","Q1-1973","IDX","Index","0","Units",,,34.431470618939,,
"CAN","Canada","RHP","Real house price indices, s.a.","1973-Q2","Q2-1973","IDX","Index","0","Units",,,35.8334716817152,,
"CAN","Canada","RHP","Real house price indices, s.a.","1973-Q3","Q3-1973","IDX","Index","0","Units",,,37.9962350156836,,
"CAN","Canada","RHP","Real house price indices, s.a.","1973-Q4","Q4-1973","IDX","Index","0","Units",,,40.3501600404312,,
"CAN","Canada","RHP","Real house price indices, s.a.","1974","1974","IDX","Index","0","Units",,,42.7473814462781,,
"CAN","Canada","RHP","Real house price indices, s.a.","1974-Q1","Q1-1974","IDX","Index","0","Units",,,43.0781205410466,,
"CAN","Canada","RHP","Real house price indices, s.a.","1974-Q2","Q2-1974","IDX","Index","0","Units",,,44.0356510463747,,
"CAN","Canada","RHP","Real house price indices, s.a.","1974-Q3","Q3-1974","IDX","Index","0","Units",,,42.8328120058759,,
"CAN","Canada","RHP","Real house price indices, s.a.","1974-Q4","Q4-1974","IDX","Index","0","Units",,,41.042942191815,,
"CAN","Canada","RHP","Real house price indices, s.a.","1975","1975","IDX","Index","0","Units",,,42.8307715196545,,
"CAN","Canada","RHP","Real house price indices, s.a.","1975-Q1","Q1-1975","IDX","Index","0","Units",,,41.7153323444532,,
"CAN","Canada","RHP","Real house price indices, s.a.","1975-Q2","Q2-1975","IDX","Index","0","Units",,,42.6264928324063,,
"CAN","Canada","RHP","Real house price indices, s.a.","1975-Q3","Q3-1975","IDX","Index","0","Units",,,43.3646417267598,,
"CAN","Canada","RHP","Real house price indices, s.a.","1975-Q4","Q4-1975","IDX","Index","0","Units",,,43.6166191749987,,
"CAN","Canada","RHP","Real house price indices, s.a.","1976","1976","IDX","Index","0","Units",,,44.3855632288304,,
"CAN","Canada","RHP","Real house price indices, s.a.","1976-Q1","Q1-1976","IDX","Index","0","Units",,,44.2233141739565,,
"CAN","Canada","RHP","Real house price indices, s.a.","1976-Q2","Q2-1976","IDX","Index","0","Units",,,44.3458153294307,,
"CAN","Canada","RHP","Real house price indices, s.a.","1976-Q3","Q3-1976","IDX","Index","0","Units",,,44.3244306903728,,
"CAN","Canada","RHP","Real house price indices, s.a.","1976-Q4","Q4-1976","IDX","Index","0","Units",,,44.6486927215618,,
"CAN","Canada","RHP","Real house price indices, s.a.","1977","1977","IDX","Index","0","Units",,,42.9635210745153,,
"CAN","Canada","RHP","Real house price indices, s.a.","1977-Q1","Q1-1977","IDX","Index","0","Units",,,43.6518089605598,,
"CAN","Canada","RHP","Real house price indices, s.a.","1977-Q2","Q2-1977","IDX","Index","0","Units",,,43.1841502742908,,
"CAN","Canada","RHP","Real house price indices, s.a.","1977-Q3","Q3-1977","IDX","Index","0","Units",,,42.6633074907543,,
"CAN","Canada","RHP","Real house price indices, s.a.","1977-Q4","Q4-1977","IDX","Index","0","Units",,,42.3548175724565,,
"CAN","Canada","RHP","Real house price indices, s.a.","1978","1978","IDX","Index","0","Units",,,41.6034200739572,,
"CAN","Canada","RHP","Real house price indices, s.a.","1978-Q1","Q1-1978","IDX","Index","0","Units",,,41.284864711421,,
"CAN","Canada","RHP","Real house price indices, s.a.","1978-Q2","Q2-1978","IDX","Index","0","Units",,,41.9972400235334,,
"CAN","Canada","RHP","Real house price indices, s.a.","1978-Q3","Q3-1978","IDX","Index","0","Units",,,41.5298257464703,,
"CAN","Canada","RHP","Real house price indices, s.a.","1978-Q4","Q4-1978","IDX","Index","0","Units",,,41.6017498144043,,
"CAN","Canada","RHP","Real house price indices, s.a.","1979","1979","IDX","Index","0","Units",,,42.0793185310098,,
"CAN","Canada","RHP","Real house price indices, s.a.","1979-Q1","Q1-1979","IDX","Index","0","Units",,,42.2728083068871,,
"CAN","Canada","RHP","Real house price indices, s.a.","1979-Q2","Q2-1979","IDX","Index","0","Units",,,42.3949473755454,,
"CAN","Canada","RHP","Real house price indices, s.a.","1979-Q3","Q3-1979","IDX","Index","0","Units",,,41.8281946012314,,
"CAN","Canada","RHP","Real house price indices, s.a.","1979-Q4","Q4-1979","IDX","Index","0","Units",,,41.8213238403755,,
"CAN","Canada","RHP","Real house price indices, s.a.","1980","1980","IDX","Index","0","Units",,,43.0110381782781,,
"CAN","Canada","RHP","Real house price indices, s.a.","1980-Q1","Q1-1980","IDX","Index","0","Units",,,41.585416913697,,
"CAN","Canada","RHP","Real house price indices, s.a.","1980-Q2","Q2-1980","IDX","Index","0","Units",,,42.4436595552582,,
"CAN","Canada","RHP","Real house price indices, s.a.","1980-Q3","Q3-1980","IDX","Index","0","Units",,,43.6623909603767,,
"CAN","Canada","RHP","Real house price indices, s.a.","1980-Q4","Q4-1980","IDX","Index","0","Units",,,44.3526852837806,,
"CAN","Canada","RHP","Real house price indices, s.a.","1981","1981","IDX","Index","0","Units",,,44.2478770279227,,
"CAN","Canada","RHP","Real house price indices, s.a.","1981-Q1","Q1-1981","IDX","Index","0","Units",,,44.7367204213662,,
"CAN","Canada","RHP","Real house price indices, s.a.","1981-Q2","Q2-1981","IDX","Index","0","Units",,,44.134436357194,,
"CAN","Canada","RHP","Real house price indices, s.a.","1981-Q3","Q3-1981","IDX","Index","0","Units",,,44.3745600981508,,
"CAN","Canada","RHP","Real house price indices, s.a.","1981-Q4","Q4-1981","IDX","Index","0","Units",,,43.7457912349798,,
"CAN","Canada","RHP","Real house price indices, s.a.","1982","1982","IDX","Index","0","Units",,,38.0424631416539,,
"CAN","Canada","RHP","Real house price indices, s.a.","1982-Q1","Q1-1982","IDX","Index","0","Units",,,40.7799828194039,,
"CAN","Canada","RHP","Real house price indices, s.a.","1982-Q2","Q2-1982","IDX","Index","0","Units",,,38.0220656691253,,
"CAN","Canada","RHP","Real house price indices, s.a.","1982-Q3","Q3-1982","IDX","Index","0","Units",,,36.7824969956282,,
"CAN","Canada","RHP","Real house price indices, s.a.","1982-Q4","Q4-1982","IDX","Index","0","Units",,,36.5853070824584,,
"CAN","Canada","RHP","Real house price indices, s.a.","1983","1983","IDX","Index","0","Units",,,37.5328100735775,,
"CAN","Canada","RHP","Real house price indices, s.a.","1983-Q1","Q1-1983","IDX","Index","0","Units",,,38.2860542588487,,
"CAN","Canada","RHP","Real house price indices, s.a.","1983-Q2","Q2-1983","IDX","Index","0","Units",,,37.9343337465579,,
"CAN","Canada","RHP","Real house price indices, s.a.","1983-Q3","Q3-1983","IDX","Index","0","Units",,,37.3138552073678,,
"CAN","Canada","RHP","Real house price indices, s.a.","1983-Q4","Q4-1983","IDX","Index","0","Units",,,36.5969970815356,,
"CAN","Canada","RHP","Real house price indices, s.a.","1984","1984","IDX","Index","0","Units",,,35.6472865396237,,
"CAN","Canada","RHP","Real house price indices, s.a.","1984-Q1","Q1-1984","IDX","Index","0","Units",,,35.6935450642139,,
"CAN","Canada","RHP","Real house price indices, s.a.","1984-Q2","Q2-1984","IDX","Index","0","Units",,,35.8673684487556,,
"CAN","Canada","RHP","Real house price indices, s.a.","1984-Q3","Q3-1984","IDX","Index","0","Units",,,35.6481291571003,,
"CAN","Canada","RHP","Real house price indices, s.a.","1984-Q4","Q4-1984","IDX","Index","0","Units",,,35.380103488425,,
